source,media_type,relative_path,identity_id,contract_label,training_role,split_group,is_smile_subtype,label_status,sample_kind,sample_index,frame_index,timestamp_ms,image_width,image_height,face_count,face_found,face_x_pct,face_y_pct,face_w_pct,face_h_pct,face_area_pct,face_center_x_pct,face_center_y_pct,smile_count,smile_found,smile_x_pct,smile_y_pct,smile_w_pct,smile_h_pct,smile_area_pct,smile_to_face_width_ratio,smile_to_face_height_ratio,brightness_mean,brightness_std,contrast_rms,sharpness_laplacian_var,edge_density,lower_face_brightness_mean,lower_face_edge_density,lower_face_symmetry_mad,lower_face_dark_ratio,extraction_status,extractor_version,notes
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/100a.jpg,100,neutral,basic_expression_support,fei_subject_100,False,filename_rule,image,0,0,0.0,260,360,1,True,0.10384615384615385,0.26666666666666666,0.8115384615384615,0.5861111111111111,0.4756517094017094,0.5096153846153846,0.5597222222222222,1,True,0.3038461538461538,0.6777777777777778,0.4,0.14444444444444443,0.057777777777777775,0.4928909952606635,0.24644549763033174,89.8931623931624,54.83804726288224,54.838050842285156,55.56579166484038,0.025213675213675214,75.89002308907523,0.02718029732247742,0.09979969263076782,0.2519949771134605,ok,phase3-opencv-v1,OpenCV Haar face/smile and image-quality features; not MediaPipe landmarks.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/100b.jpg,100,generic_smile,basic_expression_support,fei_subject_100,False,filename_rule,image,0,0,0.0,260,360,1,True,0.11153846153846154,0.2638888888888889,0.8038461538461539,0.5805555555555556,0.4666773504273504,0.5134615384615384,0.5541666666666667,2,True,0.18846153846153846,0.5805555555555556,0.6807692307692308,0.24444444444444444,0.16641025641025642,0.84688995215311,0.42105263157894735,88.59383547008547,54.72495347198928,54.724952697753906,38.693081012925525,0.02331196581196581,72.23274391512378,0.03286873309756605,0.08118695765733719,0.2534220927813605,ok,phase3-opencv-v1,OpenCV Haar face/smile and image-quality features; not MediaPipe landmarks.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/10a.jpg,10,neutral,basic_expression_support,fei_subject_10,False,filename_rule,image,0,0,0.0,260,360,1,True,0.07692307692307693,0.23055555555555557,0.8807692307692307,0.6361111111111111,0.5602670940170941,0.5173076923076924,0.5486111111111112,1,True,0.3423076923076923,0.6972222222222222,0.4,0.14444444444444443,0.057777777777777775,0.45414847161572053,0.22707423580786026,74.45732905982906,51.47339010199905,51.473392486572266,78.02229980230477,0.021794871794871794,87.47632910515007,0.018610937824911623,0.07825582474470139,0.2538296250086643,ok,phase3-opencv-v1,OpenCV Haar face/smile and image-quality features; not MediaPipe landmarks.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/10b.jpg,10,generic_smile,basic_expression_support,fei_subject_10,False,filename_rule,image,0,0,0.0,260,360,1,True,0.06153846153846154,0.23055555555555557,0.8653846153846154,0.625,0.5408653846153846,0.49423076923076925,0.5430555555555555,2,True,0.2,0.5805555555555556,0.6807692307692308,0.24444444444444444,0.16641025641025642,0.7866666666666666,0.39111111111111113,76.92476495726496,52.226157013899474,52.226158142089844,58.33652332061782,0.023333333333333334,84.75114695340501,0.025053763440860216,0.10607944428920746,0.25129032258064515,ok,phase3-opencv-v1,OpenCV Haar face/smile and image-quality features; not MediaPipe landmarks.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/11a.jpg,11,neutral,basic_expression_support,fei_subject_11,False,filename_rule,image,0,0,0.0,260,360,1,True,0.10384615384615385,0.25833333333333336,0.8153846153846154,0.5888888888888889,0.4801709401709402,0.5115384615384615,0.5527777777777778,1,True,0.3269230769230769,0.6472222222222223,0.4,0.14444444444444443,0.057777777777777775,0.49056603773584906,0.24528301886792453,75.91058760683761,55.71315852832009,55.713157653808594,44.4268176633611,0.023675213675213674,85.77781809385583,0.02064183196258668,0.052639517933130264,0.2504434768585712,ok,phase3-opencv-v1,OpenCV Haar face/smile and image-quality features; not MediaPipe landmarks.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/11b.jpg,11,generic_smile,basic_expression_support,fei_subject_11,False,filename_rule,image,0,0,0.0,260,360,1,True,0.09230769230769231,0.25277777777777777,0.8192307692307692,0.5916666666666667,0.48471153846153847,0.5019230769230769,0.5486111111111112,1,True,0.3076923076923077,0.6388888888888888,0.4,0.14444444444444443,0.057777777777777775,0.48826291079812206,0.24413145539906103,76.24941239316239,54.72859399548918,54.72859191894531,27.611476680181166,0.02108974358974359,83.22236810694676,0.02076867987586536,0.06284260749816895,0.25065648126044404,ok,phase3-opencv-v1,OpenCV Haar face/smile and image-quality features; not MediaPipe landmarks.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/12a.jpg,12,neutral,basic_expression_support,fei_subject_12,False,filename_rule,image,0,0,0.0,260,360,1,True,0.1076923076923077,0.25,0.8115384615384615,0.5861111111111111,0.4756517094017094,0.5134615384615384,0.5430555555555555,1,True,0.3269230769230769,0.6666666666666666,0.4,0.14444444444444443,0.057777777777777775,0.4928909952606635,0.24644549763033174,81.28458333333333,51.520954428585384,51.520957946777344,59.194882806907,0.023482905982905984,73.4126058249281,0.023737189613966866,0.10130064934492111,0.2585571353343865,ok,phase3-opencv-v1,OpenCV Haar face/smile and image-quality features; not MediaPipe landmarks.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/12b.jpg,12,generic_smile,basic_expression_support,fei_subject_12,False,filename_rule,image,0,0,0.0,260,360,1,True,0.1076923076923077,0.25,0.8115384615384615,0.5861111111111111,0.4756517094017094,0.5134615384615384,0.5430555555555555,1,True,0.3192307692307692,0.6583333333333333,0.4,0.14444444444444443,0.057777777777777775,0.4928909952606635,0.24644549763033174,80.92569444444445,51.350655190693274,51.35065460205078,63.17937934187578,0.02519230769230769,74.55871511321749,0.02774739741564386,0.10275755077600479,0.2640256005184915,ok,phase3-opencv-v1,OpenCV Haar face/smile and image-quality features; not MediaPipe landmarks.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/13a.jpg,13,neutral,basic_expression_support,fei_subject_13,False,filename_rule,image,0,0,0.0,260,360,1,True,0.10384615384615385,0.25555555555555554,0.8307692307692308,0.6,0.49846153846153846,0.5192307692307693,0.5555555555555556,1,True,0.3269230769230769,0.6777777777777778,0.4,0.14444444444444443,0.057777777777777775,0.48148148148148145,0.24074074074074073,71.10185897435898,55.7249060917771,55.72490310668945,63.87670094190592,0.026047008547008546,82.44864612511671,0.027155306567071272,0.11140891909599304,0.25128384687208216,ok,phase3-opencv-v1,OpenCV Haar face/smile and image-quality features; not MediaPipe landmarks.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/13b.jpg,13,generic_smile,basic_expression_support,fei_subject_13,False,filename_rule,image,0,0,0.0,260,360,1,True,0.09615384615384616,0.25555555555555554,0.8307692307692308,0.6,0.49846153846153846,0.5115384615384615,0.5555555555555556,1,True,0.3192307692307692,0.6694444444444444,0.4,0.14444444444444443,0.057777777777777775,0.48148148148148145,0.24074074074074073,72.5721047008547,56.64213037475504,56.64213180541992,74.17904671166174,0.027841880341880343,80.25155617802676,0.03283535636476813,0.09753330796957016,0.2511671335200747,ok,phase3-opencv-v1,OpenCV Haar face/smile and image-quality features; not MediaPipe landmarks.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/14a.jpg,14,neutral,basic_expression_support,fei_subject_14,False,filename_rule,image,0,0,0.0,260,360,1,True,0.08076923076923077,0.24444444444444444,0.8461538461538461,0.6111111111111112,0.5170940170940171,0.5038461538461538,0.55,1,True,0.3,0.6833333333333333,0.4,0.14444444444444443,0.057777777777777775,0.4727272727272727,0.23636363636363636,83.81803418803419,53.6790351209874,53.67903518676758,53.53162498618873,0.0252991452991453,98.93662659654395,0.027498121712997745,0.1243007555603981,0.2584898572501878,ok,phase3-opencv-v1,OpenCV Haar face/smile and image-quality features; not MediaPipe landmarks.
